term_str,n,max_pos
stageha,1,NN
stages,2,NN
stagger,3,VB
staggered,1,NN
staggering,1,NN
staghounds,1,NN
stagnation,1,NN
stags,1,NN
stain,4,NN
stained,1,NN
staining,1,NN
stains,5,NN
stair,36,NN
staircase,4,NN
staircases,1,NN
stairhead,1,NN
stairs,39,NN
stake,13,NN
stalk,1,NN
stall,5,NN
stalls,1,NN
stalwart,2,NN
stammered,1,VB
stamp,1,NN
stampin,1,NN
stamping,2,NN
stand,55,VB
standard,2,NN
standardized,1,VB
standi,1,NN
standin,1,NN
standing,11,NN
standpoint,1,NN
standstill,2,NN
stangerson,1,NN
staple,1,NN
staples,1,NN
stapleton,1,NN
star,3,NN
starboard,1,NN
stare,9,NN
stared,1,NN
staring,6,NN
stark,1,VB
starlit,2,NN
stars,1,NN
start,55,NN
started,1,NN
starting,1,NN
startle,2,VB
startled,4,NN
startling,2,NN
starvation,1,NN
starved,1,NN
starving,2,NN
state,55,NN
stated,3,NN
statement,40,NN
states,1,NN
statesman,6,NN
statesmen,1,NN
station,79,NN
stationery,1,NN
stations,1,NN
stationthe,1,NN
statistician,1,NN
statu,1,NN
statue,3,NN
statues,1,NN
statuettes,1,NN
status,1,NN
stay,31,VB
stead,1,NN
steadily,1,NN
steady,5,VB
steal,4,VB
stealth,1,NN
stealthy,1,NN
steam,13,NN
steamboats,1,NN
steamer,3,NN
steamers,1,NN
steaming,1,NN
steamy,1,NN
steel,13,NN
steep,2,NN
stem,2,NN
step,87,NN
stepdaughter,1,NN
stepdaughters,1,NN
stepfather,17,NN
stepfathers,2,NN
stepmother,1,NN
steps,14,NN
sterling,2,NN
stern,9,NN
sternly,6,NN
stethoscope,1,NN
stevedore,1,NN
steward,7,NN
stick,47,NN
sticks,2,NN
stiff,2,NN
stiffness,1,NN
stifle,1,VB
stile,2,NN
still,22,NN
stillness,4,NN
stimulant,1,NN
stimulants,1,NN
stimulating,2,NN
stimulation,1,NN
sting,1,NN
stinking,1,NN
stir,2,NN
stirring,2,NN
stoat,3,NN
stock,14,NN
stockbrokers,1,NN
stockingsjust,1,NN
stocks,1,NN
stoicism,2,NN
stoke,1,NN
stokers,2,NN
stole,6,NN
stolen,3,NN
stomach,2,NN
stone,73,NN
stones,8,NN
stoneware,1,NN
stonework,1,NN
stony,1,NN
stood,13,NN
stool,4,NN
stoop,2,NN
stooping,3,NN
stop,26,VB
stopped,4,NN
stopping,2,NN
stops,1,NN
storage,1,NN
store,8,NN
storehouse,1,NN
stores,3,NN
storied,1,NN
stories,2,NN
storm,6,NN
stormy,1,NN
story,109,NN
stout,15,NN
stoutish,1,NN
stove,8,NN
straggling,3,NN
straight,11,NN
straighten,3,VB
straighter,1,NN
strain,12,NN
strait,1,NN
straker,2,NN
strange,18,NN
strangeness,1,NN
stranger,44,NN
strangers,4,NN
strangest,1,NN
strangle,1,VB
strangulation,1,NN
strap,1,VB
strata,1,NN
strategically,1,NN
straw,3,NN
streaks,3,NN
stream,22,NN
streaming,1,NN
streams,2,NN
street,85,NN
streets,11,NN
strength,33,NN
strengthen,3,VB
stress,4,NN
stretch,13,NN
stretcher,1,NN
stretches,1,VB
stretching,1,NN
strewn,3,NN
stride,10,NN
strident,2,NN
strides,1,NN
strike,24,VB
strikes,1,NN
string,9,NN
strings,2,NN
strip,2,NN
stripes,2,NN
strode,4,NN
stroke,6,NN
stroll,5,NN
strong,3,NN
stronger,3,NN
strongly,2,NN
strove,2,VB
struck,8,NN
struggle,16,NN
struggled,1,NN
strychnine,1,NN
stub,1,NN
stubbly,1,NN
stuck,1,NN
student,7,NN
students,3,NN
studies,2,NN
study,63,NN
studying,1,VB
stuff,7,NN
stuffed,3,NN
stuffers,1,NN
stuffing,1,VB
stumbled,1,NN
stump,10,NN
stupid,1,NN
stupidity,2,NN
stupor,1,NN
style,12,NN
suave,1,NN
suavely,1,NN
sub,2,NN
subcutaneously,1,VB
subdued,1,NN
subduing,2,NN
subject,38,NN
subjects,2,NN
submission,1,NN
submit,5,VB
subordinate,1,NN
subordinates,1,NN
substance,3,NN
substantial,1,NN
subtle,1,NN
subtler,1,NN
suburb,1,NN
suburban,1,NN
suburbs,1,NN
succeed,9,VB
succeeded,3,NN
success,32,NN
successes,3,NN
successful,4,NN
succession,11,NN
successors,1,NN
succumbed,1,NN
such,3,NN
sucker,2,NN
sudden,2,NN
suddenly,11,NN
suddenness,2,NN
suffer,7,VB
suffered,1,NN
sufferer,3,NN
sufferers,1,NN
suffering,2,NN
suffice,3,VB
sufficient,3,NN
sugar,1,NN
suggest,26,VB
suggested,3,NN
suggestion,13,NN
suggestive,3,NN
suggestiveness,2,NN
suggests,1,NN
suicide,7,NN
suit,34,NN
suite,4,NN
suitor,5,NN
sulking,1,NN
sulky,1,NN
sulphur,1,NN
sum,28,NN
summarise,1,VB
summer,18,NN
summit,8,NN
summon,2,VB
summoned,1,NN
summons,1,NN
sums,1,NN
sun,37,NN
sunbeam,1,NN
sunburned,2,NN
sunburnt,1,NN
sundial,5,NN
sundown,1,NN
sunk,20,NN
sunlight,3,NN
sunset,2,NN
sunshine,4,NN
sup,1,NN
superficial,1,NN
superimposing,1,NN
superior,3,NN
superiority,1,NN
supernatural,1,NN
supernaturalists,1,NN
superscription,2,NN
supersede,1,VB
superstition,5,NN
supervision,1,NN
supper,18,NN
suppers,1,NN
supplement,2,VB
supplier,1,NN
suppliers,1,NN
supplies,1,NN
supply,10,NN
support,6,NN
supporters,1,NN
suppose,43,VB
supposed,1,NN
supposing,3,NN
supposition,12,NN
suppression,3,NN
supreme,4,NN
sure,33,NN
surely,9,NN
surer,2,NN
sureties,1,NN
surface,8,NN
surge,1,NN
surgeon,14,NN
surgeons,1,NN
surgery,4,NN
surges,1,NN
surmise,12,NN
surprise,72,NN
surprised,3,NN
surpriseso,1,NN
surround,1,VB
surroundings,7,NN
survey,1,NN
survive,2,VB
survived,1,NN
survivor,2,NN
suspect,9,VB
suspected,2,NN
suspects,1,NN
suspended,1,NN
suspense,4,NN
suspicion,30,NN
suspicions,7,NN
suspicious,1,NN
sustenance,1,NN
swag,1,NN
swaggering,1,NN
swallow,1,VB
swamp,1,NN
sward,1,NN
swarm,6,NN
swash,1,NN
sway,1,NN
swear,23,VB
swearing,2,NN
sweat,1,NN
sweating,1,NN
sweatingrank,1,NN
sweep,4,NN
sweeper,1,NN
sweeping,1,NN
sweet,1,NN
sweeter,1,NN
sweetest,1,NN
sweetheart,4,NN
sweetly,1,NN
swelling,1,NN
swept,2,NN
swift,2,NN
swiftly,2,NN
swim,3,VB
swimmer,1,NN
swimming,2,NN
swindler,1,NN
swing,2,NN
swinging,2,NN
swirl,3,NN
swish,1,NN
swollen,3,NN
sword,4,NN
swordsman,2,NN
swore,1,NN
sworn,1,VB
swung,5,NN
syllables,1,NN
symmetry,1,NN
sympathetic,1,NN
sympathetically,2,NN
sympathise,1,NN
sympathy,18,NN
symptom,4,NN
symptoms,3,NN
syndicate,1,NN
synthesis,1,NN
syringe,1,NN
system,12,NN
t,1,NN
tab,1,NN
table,148,NN
taciturn,1,NN
tack,1,NN
tackle,2,VB
tact,2,NN
tags,1,NN
tail,9,NN
tailless,1,NN
tailor,1,NN
tailors,1,NN
tails,1,NN
take,269,VB
taken,6,NN
taking,2,NN
takings,1,NN
takingsbut,1,NN
tale,10,NN
talent,6,NN
talents,2,NN
tales,2,NN
talk,87,NN
talker,2,NN
talkin,1,NN
talking,4,NN
tall,25,NN
taller,6,NN
tameness,1,NN
tamper,1,VB
tangle,7,NN
tangled,1,NN
tanner,1,NN
tap,9,NN
tape,6,NN
taper,5,NN
tapestry,1,NN
tapped,2,NN
tapping,3,NN
tar,2,NN
tariff,2,NN
tarry,1,NN
tartly,1,NN
task,25,NN
tassel,1,NN
taste,11,NN
tastes,5,NN
tastesit,1,NN
tat,4,NN
tattered,1,NN
tattoo,1,NN
tattooed,2,NN
tavern,1,NN
tawny,1,NN
tax,4,NN
tea,18,NN
teach,7,VB
team,1,NN
tear,5,VB
tears,4,NN
teaspoonful,1,NN
teens,1,NN
teeth,12,NN
teetotaler,1,NN
telegram,27,NN
telegrams,3,NN
telegraph,10,NN
telegraphs,1,NN
telephone,2,NN
telescope,6,NN
tell,300,VB
teller,2,NN
telling,1,NN
temper,16,NN
temperament,2,NN
temperance,1,NN
temperature,1,NN
tempered,1,NN
temple,2,NN
temples,4,NN
temptation,4,NN
ten,34,NN
tenable,1,NN
tenacity,3,NN
tenant,7,NN
tenanted,1,VB
tend,3,VB
tended,1,NN
tender,5,NN
tenderness,1,NN
tending,1,NN
tendo,1,NN
tendon,1,NN
tenfold,1,VB
tenner,1,NN
tenor,2,NN
tense,1,NN
tension,4,NN
tent,1,NN
tents,1,NN
term,8,NN
terminate,1,VB
terminus,1,NN
terms,4,NN
terrace,1,NN
terrible,3,NN
terribly,2,NN
terrier,6,NN
terrific,1,NN
terror,30,NN
terrorise,1,VB
terrorising,1,NN
terrorism,1,NN
terse,1,NN
test,40,NN
testify,1,VB
testily,1,NN
testimonial,3,NN
testimony,2,NN
tests,1,NN
tetanus,1,NN
tether,2,NN
texas,1,NN
text,2,NN
texture,1,NN
thames,2,NN
thank,55,NN
thankfulness,1,NN
thanks,2,NN
thanwell,1,NN
that,247,NN
thatit,1,NN
thats,60,NN
the,109,NN
thebut,1,VB
theft,1,NN
theirs,2,NN
them,278,NN
thema,1,NN
thems,1,NN
themselves,16,NN
themwhen,1,NN
then,456,NN
thena,1,NN
thenand,1,NN
thence,6,NN
theories,10,NN
theoriesthe,1,NN
theorise,2,VB
theorist,1,NN
theorize,1,VB
theorizing,1,NN
theory,48,NN
there,131,NN
thereabouts,2,NN
thereby,1,NN
therefore,50,NN
thereof,2,NN
theres,31,VB
thermometer,1,NN
these,12,NN
they,22,NN
theyve,6,NN
thick,18,NN
thickens,1,NN
thicker,1,NN
thicket,1,NN
thickness,1,NN
thief,21,NN
thiefs,1,NN
thieves,4,NN
thigh,3,NN
thin,15,NN
thing,200,NN
thinga,1,NN
things,21,NN
think,246,VB
thinker,3,NN
thinkin,1,NN
thinking,15,NN
thinks,1,NN
thinner,1,NN
thinness,2,NN
third,13,NN
thirst,3,NN
thirsty,1,NN
thirteen,3,NN
thirtieth,2,NN
thirty,24,NN
this,224,NN
thisone,1,NN
thong,1,NN
thorn,5,NN
thornbush,1,NN
thoroughbred,1,NN
thoroughfare,5,NN
thoroughly,3,VB
those,3,NN
though,22,NN
thoughalmost,1,NN
thought,105,NN
thoughtful,2,NN
thoughtfully,11,NN
thoughtless,1,NN
thoughts,9,NN
thousand,20,NN
thousands,2,NN
thread,7,NN
threads,2,NN
threat,5,NN
threaten,2,VB
threatened,2,NN
threats,2,NN
three,14,NN
threefold,1,NN
threshhold,1,NN
threshold,6,NN
threw,1,VB
thrill,16,NN
thrilling,1,NN
throat,35,NN
throats,1,NN
throatthat,1,NN
throb,1,NN
throbbing,1,NN
throne,2,NN
through,11,NN
throughout,2,NN
throw,36,VB
throwback,1,NN
throwing,1,NN
thrown,2,VB
thrust,14,NN
thud,4,NN
thudding,1,NN
thumb,20,NN
thumbed,1,VB
thumping,1,NN
thunder,10,NN
thus,1,NN
tiara,1,NN
ticket,3,NN
tickets,2,NN
tide,10,NN
tidiness,1,NN
tidy,1,NN
tie,5,NN
tied,1,VB
ties,1,NN
tiger,7,NN
tigerish,1,NN
tigerwith,1,NN
tight,1,NN
tightness,1,NN
till,9,NN
tiller,1,NN
timber,5,NN
time,620,NN
timea,1,NN
timeas,1,NN
times,23,NN
timetable,1,NN
tin,7,NN
tinge,8,NN
tingle,2,NN
tinkers,1,NN
tint,8,NN
tinted,2,NN
tip,3,NN
tips,1,VB
tiptoe,3,NN
tiptoes,2,NN
tirade,1,NN
tire,3,NN
tired,1,NN
tis,3,VB
tissue,3,NN
title,8,NN
to,55,NN
toast,4,NN
tobacco,27,NN
tobacconist,3,NN
toby,4,NN
toe,8,NN
toes,3,NN
tofana,1,NN
toff,1,NN
together,62,NN
toil,1,NN
token,2,NN
told,2,NN
tolerant,1,NN
tolerate,1,VB
toller,1,NN
tomboy,1,NN
tomfoolery,1,NN
tomtoms,1,NN
ton,1,NN
tone,13,NN
tones,2,NN
tongafor,1,NN
tongue,22,NN
tongues,1,NN
tonnage,1,NN
too,86,NN
tooan,1,NN
took,1,NN
tool,6,NN
tooth,3,NN
top,46,NN
topcoat,1,NN
topic,3,NN
topics,1,NN
topmost,1,NN
tor,7,NN
torn,3,NN
torpor,1,NN
torrent,4,NN
torrents,1,NN
tors,1,NN
tortoise,1,NN
torture,1,NN
toss,1,NN
total,2,NN
tottering,1,NN
touch,39,NN
touches,1,NN
touching,1,NN
tour,1,NN
tourist,2,NN
tout,3,NN
tow,1,NN
towards,3,VB
towel,2,NN
tower,1,NN
towers,1,NN
town,82,NN
township,9,NN
towsy,1,NN
toxicologist,1,NN
toy,3,NN
trace,42,NN
tracery,1,NN
traces,5,NN
tracesany,1,NN
tracesthough,1,NN
tracing,1,NN
track,65,NN
tracks,5,NN
tract,2,NN
tracts,1,NN
trade,18,NN
trader,1,NN
tradesman,5,NN
tradesmen,1,NN
tradesmens,3,NN
tradespeople,1,NN
tradition,1,NN
traditions,1,NN
traduce,1,VB
traffic,6,NN
tragedy,39,NN
trail,20,NN
trailing,1,NN
trails,1,NN
train,82,NN
trainer,11,NN
trainers,5,NN
training,11,NN
trainsone,1,NN
traitor,4,NN
tramp,2,NN
transact,1,VB
transaction,1,NN
transform,1,VB
transformer,1,NN
transition,1,NN
transmit,1,NN
transparency,1,NN
transparent,2,NN
transport,1,NN
transportation,1,VB
transposed,1,VB
transverse,1,NN
trap,31,NN
trapdoor,1,NN
trapper,1,NN
travel,10,VB
traveler,2,NN
traveling,1,NN
traveller,7,NN
travellers,2,NN
travelling,1,NN
traverse,1,VB
tray,1,NN
treachery,4,NN
tread,9,NN
treasure,79,NN
treasurer,5,NN
treasury,1,NN
treat,13,VB
treated,1,NN
treatise,2,NN
treatment,6,NN
treaty,14,NN
tree,12,NN
trees,14,NN
trembled,1,NN
trembling,7,NN
tremor,1,NN
trench,1,NN
trend,1,NN
trepidation,1,NN
trepidationfor,1,NN
trespass,3,NN
trespasser,1,NN
tresses,1,NN
trevor,2,NN
trial,12,NN
trials,1,NN
triangle,5,NN
tribeand,1,NN
tribunal,1,NN
trichinopoly,1,NN
trick,9,NN
tricks,2,NN
tried,1,NN
trifle,7,NN
trifles,3,NN
trifling,5,NN
trigger,4,NN
triggers,1,NN
trigonometry,1,NN
trim,2,NN
trimming,1,NN
trimmings,1,NN
trip,3,NN
tripbut,1,NN
triphammer,1,NN
tripod,3,NN
trips,1,NN
trite,1,NN
triumph,8,NN
triumphantly,3,NN
trivial,3,NN
trodden,1,VB
trolley,2,NN
troops,4,NN
troopship,1,NN
trophies,1,NN
trophy,2,NN
tropics,2,NN
trot,1,NN
trotter,1,NN
trouble,63,NN
troubled,2,NN
troubles,5,NN
troubling,1,NN
trough,3,NN
trouser,3,NN
trousers,9,NN
trout,1,NN
trouve,1,NN
trove,1,NN
truck,2,NN
trudge,1,NN
true,11,NN
trumpet,1,NN
trunk,3,NN
trunks,1,NN
trust,46,VB
trustee,1,NN
trustees,2,NN
trusty,1,NN
truth,88,NN
truthhe,1,NN
try,36,VB
trying,2,NN
ts,1,NN
tube,6,NN
tubes,4,NN
tuft,5,NN
tug,3,NN
tugging,2,NN
tumble,2,NN
tumbler,1,NN
tumblers,1,NN
tune,1,NN
tunic,2,NN
tunnel,5,NN
turban,4,NN
turbid,2,NN
turbulent,2,NN
turf,7,NN
turn,87,NN
turnbut,1,NN
turned,3,NN
turning,5,NN
turns,2,NN
turquoises,1,NN
tussle,1,NN
tut,19,NN
tutor,3,NN
twaddle,1,NN
twain,1,NN
tweed,7,NN
tweeds,1,NN
twelve,33,NN
twelvemonth,1,NN
twentieth,2,NN
twenty,36,NN
twice,7,VB
twig,1,NN
twilight,6,NN
twin,1,NN
twine,3,NN
twinkle,4,NN
twinkled,2,NN
twinkling,1,NN
twirl,1,NN
twist,5,NN
twisting,1,NN
twitch,3,NN
twitching,1,NN
twitter,1,NN
two,29,NN
twopence,2,NN
twos,1,NN
type,10,NN
types,1,NN
typewrite,1,VB
typewriter,5,NN
typewriting,4,NN
typewritten,1,NN
typhoid,3,NN
tyrant,2,NN
tête,1,NN
ugliness,2,NN
ulster,5,NN
ululation,1,NN
umbrella,6,NN
unaided,1,NN
unambitious,1,NN
unawares,1,VB
unbarring,1,NN
unborn,1,NN
unchallenged,1,NN
unclasping,1,NN
uncle,20,NN
uncover,1,VB
und,1,NN
under,3,NN
underestimate,1,VB
undergo,2,VB
undergone,1,NN
underneath,6,NN
understand,60,VB
understandable,1,NN
understanding,8,NN
understood,2,NN
undertake,4,VB
undertaking,1,NN
undertakings,1,NN
undertone,2,NN
underworld,1,NN
undo,1,VB
undoing,2,NN
undone,1,NN
undoubtedly,4,NN
undress,1,VB
uneasiness,4,NN
unexpected,1,NN
unexplored,2,NN
unfinished,1,NN
unfortunate,3,NN
unfortunately,1,NN
ungenerously,1,NN
unhealthy,1,NN
uniform,4,NN
uniforms,1,NN
union,3,NN
unique,1,NN
unite,1,VB
universe,1,NN
universities,1,NN
university,1,NN
unkennel,1,VB
unknown,2,NN
unless,2,NN
unlikely,1,VB
unlock,1,VB
unlocking,1,NN
unloose,1,VB
unmistakable,1,NN
unobserved,1,NN
unpack,1,VB
unravel,6,VB
unsavoury,2,NN
unseat,1,VB
unsettling,1,NN
unslinging,1,NN
untidy,1,NN
until,2,NN
unusual,1,NN
up,35,NN
upbringing,1,NN
upon,25,NN
upright,3,NN
uproar,1,NN
upset,2,VB
upshot,2,NN
upstair,1,NN
upstairs,7,NN
upward,1,NN
urge,3,VB
urgency,5,NN
us,128,NN
usage,2,NN
usages,1,NN
use,97,NN
used,1,NN
useless,1,NN
uselessness,1,NN
ushering,1,NN
usual,4,NN
utilise,1,VB
utmost,9,NN
utter,3,VB
utterance,1,NN
vacancies,1,NN
vacancy,10,NN
vacation,3,NN
vacillation,1,NN
vagabond,1,NN
vagrant,1,NN
vague,8,NN
vagueness,2,NN
vain,16,NN
valet,1,NN
valetudinarian,1,NN
valise,6,NN
valley,35,NN
valleys,2,NN
valour,2,NN
value,40,NN
valve,2,NN
van,5,NN
vanguard,1,NN
vanish,5,NN
vanished,1,NN
vanishing,2,NN
vanity,1,NN
vapour,2,NN
vapours,1,NN
variable,1,NN
variation,1,NN
variety,4,NN
vary,2,VB
vase,1,NN
vastness,1,NN
vat,2,NN
vault,4,NN
veek,1,NN
vegetation,3,NN
vehemence,5,NN
vehicle,2,NN
vehicles,1,NN
veil,12,NN
vein,2,NN
veins,5,NN
vell,1,NN
velocity,1,NN
velvet,6,NN
velveteen,2,NN
vendetta,1,NN
vengeance,13,NN
venomous,1,NN
vent,1,NN
ventilate,1,VB
ventilator,14,NN
venture,8,NN
veranda,2,NN
verandah,1,NN
verbatim,1,NN
verbs,1,NN
verdict,6,NN
verge,7,NN
verhöhnen,1,NN
verify,6,VB
vermissa,3,NN
verrons,1,NN
versatility,1,NN
verstehen,1,NN
very,58,NN
vessel,7,NN
vessels,1,NN
vest,1,NN
vesta,1,NN
vestas,2,NN
vestige,2,NN
vestry,2,NN
veteran,2,NN
vex,1,VB
vexation,3,NN
vicarage,1,NN
vice,3,NN
vices,1,NN
vicinity,3,NN
viciousness,1,NN
victim,31,NN
victims,1,NN
victor,2,NN
victoria,3,VB
victory,2,NN
view,55,NN
viewed,1,NN
views,3,NN
vigil,6,NN
vigilance,1,NN
vigour,1,NN
vile,3,NN
vill,1,NN
villa,10,NN
village,24,NN
villagers,1,NN
villain,21,NN
villains,1,VB
villainy,2,NN
villas,3,NN
vindication,1,NN
vindictive,1,NN
vindictiveness,3,NN
vintage,2,NN
violate,1,VB
violence,21,NN
violent,1,NN
violently,2,NN
violet,5,NN
violin,13,NN
violins,2,NN
virgin,1,NN
virtue,1,NN
virtues,3,NN
visage,2,NN
vish,1,VB
visible,1,NN
vision,1,NN
visit,54,NN
visited,1,NN
visiting,1,NN
visitor,52,NN
visitorher,1,NN
visitors,7,NN
visits,1,NN
vista,1,NN
visualize,1,VB
vital,2,NN
vitriol,1,NN
vivant,1,NN
vivid,1,NN
vizard,1,NN
vocabulary,2,NN
vogue,1,NN
voice,143,NN
voicehave,1,NN
voices,9,NN
void,2,NN
voilà,1,NN
volcanic,1,NN
volley,1,NN
volume,16,NN
volunteer,5,NN
voman,1,NN
voraciously,1,NN
vorld,1,NN
vote,3,NN
vouch,1,VB
vow,2,NN
voyage,8,NN
vulgar,5,NN
vulture,3,NN
wad,1,NN
wadding,1,NN
waddling,1,NN
wade,1,VB
wafer,1,NN
wag,1,VB
wager,3,NN
wages,4,NN
waggon,3,NN
waggons,1,NN
wagon,1,NN
wagonette,7,NN
wail,1,NN
wailing,1,NN
waist,7,NN
waistcoat,15,NN
wait,63,VB
waited,3,NN
waiter,6,NN
waiting,12,NN
wake,7,VB
wakefulness,1,NN
waking,1,NN
walk,73,NN
walkin,1,NN
walking,10,NN
walks,3,NN
wall,72,NN
wallah,1,NN
walls,11,NN
wand,1,NN
wander,5,VB
wanderer,4,NN
wanderers,1,NN
wandering,3,NN
wanderings,2,NN
wandsworth,1,NN
waning,1,NN
want,37,VB
wanted,1,NN
wanting,1,NN
wanton,2,NN
wants,6,NN
war,14,NN
ward,2,NN
warders,4,NN
wardrobe,5,NN
wards,1,NN
warehouse,1,NN
warm,4,NN
warmer,1,NN
warmly,3,NN
warmth,4,NN
warn,13,VB
warning,24,NN
warnings,2,NN
warrant,5,NN
warren,3,NN
was,67,NN
wash,4,VB
wasnt,3,NN
waste,14,NN
watch,52,NN
watchall,1,NN
watcher,2,NN
watchfulness,1,NN
watching,1,NN
watchman,4,NN
water,92,NN
watercourse,2,NN
waterloo,2,VB
waterproof,4,NN
waters,6,NN
watery,2,NN
watson,16,NN
wave,7,NN
waved,1,VB
waves,1,NN
waving,1,NN
wax,7,NN
way,514,NN
way17,1,NN
wayfarer,1,NN
waylaid,1,NN
waymr,1,NN
ways,16,NN
wayside,2,NN
we,67,NN
weak,2,NN
weaken,1,VB
weakening,3,NN
weaker,1,NN
weakness,9,NN
weal,1,NN
wealth,14,NN
wealthy,1,NN
weapon,35,NN
weapons,5,NN
wear,10,VB
wearer,1,NN
weariness,2,NN
wearing,1,NN
weary,1,NN
weasel,1,NN
weather,21,NN
weave,1,VB
weaver,1,NN
weavers,1,NN
web,6,NN
wed,4,VB
wedding,39,NN
wedlock,1,NN
wee,1,NN
weed,1,NN
week,71,NN
weekon,1,NN
weeks,13,NN
weep,1,VB
weeping,1,NN
weepingso,1,NN
weigh,2,VB
weighing,2,NN
weight,25,NN
weird,1,NN
weirdest,1,NN
welcome,13,NN
welfare,1,NN
well,369,NN
wench,1,NN
went,3,NN
wept,1,NN
were,10,NN
west,20,NN
westward,3,NN
wet,9,NN
weve,10,NN
wharf,11,NN
wharfingers,1,NN
wharves,1,NN
what,33,NN
whatever,7,NN
whats,9,NN
wheal,1,NN
wheat,1,NN
wheatfields,2,NN
wheel,6,NN
wheeler,10,NN
wheels,4,NN
wheezed,1,VB
wheezing,1,NN
when,67,NN
whence,14,NN
whenever,1,NN
where,15,NN
whereabouts,4,NN
wheres,2,NN
wherever,1,NN
wherry,2,NN
whether,1,NN
which,31,NN
whichever,1,NN
whiff,1,NN
while,15,NN
whim,5,NN
whimpering,1,NN
whine,3,NN
whining,3,NN
whip,10,NN
whipcord,3,NN
whiplash,1,NN
whipno,1,NN
whirl,4,NN
whirls,1,NN
whiskered,1,NN
whiskers,5,NN
whiskey,5,NN
whisky,7,NN
whisper,12,NN
whispered,5,NN
whistle,16,NN
whistled,2,NN
whistles,2,NN
white,6,NN
whiten,1,VB
whitening,1,NN
whiter,1,NN
whitewashed,1,NN
whither,3,NN
whizzing,1,NN
who,39,NN
whoa,1,NN
whoever,5,NN
whole,25,NN
wholesome,1,NN
whom,4,NN
whos,1,NN
whose,2,NN
whoso,1,NN
why,100,NN
wi,1,NN
wicked,1,VB
wickedness,2,NN
wicker,4,NN
wicket,6,NN
wider,2,NN
widespread,1,NN
widow,4,NN
widower,10,NN
wife,176,NN
wifemrs,1,NN
wifes,10,NN
wifesubject,1,NN
wifeyou,1,NN
wig,3,NN
wild,4,NN
wilder,2,NN
wilderness,7,NN
wilds,1,NN
will,32,NN
william,1,VB
win,9,VB
winch,1,NN
wincing,1,NN
wind,37,NN
winderabout,1,NN
windfall,1,NN
winding,8,NN
windings,1,NN
windlass,3,NN
windle,1,NN
windless,1,NN
window,240,NN
windows,20,NN
windowsill,4,NN
winds,4,NN
wine,11,NN
wines,2,NN
wineswatson,1,NN
wing,13,NN
wink,4,NN
winner,1,NN
winning,1,NN
winter,10,NN
winters,2,NN
wintry,1,NN
winwood,1,NN
wipe,1,NN
wiper,2,NN
wir,1,NN
wire,29,NN
wires,1,NN
wiry,3,NN
wisdom,4,NN
wise,6,NN
wisely,2,NN
wiser,4,NN
wish,69,VB
wishes,3,NN
wisp,3,NN
wisps,2,NN
wit,5,NN
witchcraft,1,NN
with,25,NN
withal,1,VB
withdraw,5,VB
withdrew,2,NN
withhold,1,VB
within,16,NN
withinso,1,NN
without,3,NN
witness,26,NN
witnesses,1,NN
wits,6,NN
witted,2,NN
wives,1,NN
wizened,1,NN
wolf,2,NN
woman,180,NN
womanhood,1,NN
womankind,1,NN
womanoh,1,NN
womans,28,NN
women,10,NN
wonder,30,NN
wonderful,6,NN
wonderfully,3,NN
wondering,1,NN
wonders,1,NN
wondrously,1,NN
wont,16,NN
wood,35,NN
woodcock,2,NN
wooden,13,NN
woodlands,1,NN
woods,2,NN
woodwork,1,NN
wooing,2,NN
wool,1,NN
word,185,NN
words,40,NN
wordsworth,1,NN
wore,3,NN
work,206,NN
worked,1,NN
worker,1,NN
workers,1,NN
workhouse,1,NN
working,6,NN
workman,5,NN
workmanlike,1,NN
workmanship,1,NN
works,3,NN
world,94,NN
worlds,3,NN
worm,5,NN
worms,1,NN
worn,3,NN
worry,4,VB
worrying,1,NN
worse,11,NN
worst,3,NN
worth,5,NN
worthless,1,NN
worthy,2,NN
would,10,NN
wouldnt,3,NN
wound,23,NN
wounded,1,NN
wrack,1,NN
wrapped,1,NN
wrapper,1,NN
wreath,2,NN
wreaths,1,NN
wreck,4,NN
wreckage,2,NN
wretch,5,NN
wretchs,1,NN
wrinkled,1,NN
wrinkles,1,NN
wrist,13,NN
wrists,7,NN
writ,1,NN
write,35,VB
writer,9,NN
writhed,1,VB
writing,35,NN
writings,1,NN
written,1,NN
wrong,8,NN
wrought,1,NN
wrung,3,NN
wry,1,NN
würdigen,1,NN
xii,1,NN
y,1,VB
yacht,1,NN
yam,1,NN
yams,1,NN
yard,19,NN
yards,1,NN
yarn,1,NN
yawls,1,NN
yawn,4,NN
yawning,2,NN
ye,4,NN
year,84,NN
yearand,1,NN
yearer,1,NN
years,30,NN
yearsi,1,NN
yearwhich,1,NN
yell,4,NN
yellow,9,NN
yellowish,1,NN
yelp,1,NN
yelps,1,NN
yeoman,1,NN
yes,287,NN
yesand,1,NN
yesterday,46,NN
yesterdayde,1,NN
yesterdaylike,1,VB
yesterdays,1,NN
yesterdaythats,1,NN
yet,52,NN
yew,4,NN
yield,1,VB
yoke,1,NN
yonder,18,NN
yorkshire,2,NN
you,773,NN
youare,1,NN
youd,3,NN
youfor,1,NN
youjems,1,NN
youll,19,NN
young,4,NN
youngster,3,NN
your,13,NN
youre,14,NN
yours,23,NN
yourself,41,NN
yourselves,4,NN
youth,20,NN
youths,1,NN
youve,20,NN
zeal,4,NN
zero,1,NN
zest,1,NN
zigzag,2,NN
zion,1,VB
zoology,1,NN
